Engineering_Branch,Student_Status,CGPA,Python_Proficiency,CPP_Proficiency,Java_Proficiency,MATLAB_Proficiency,DSA_Understanding,Database_SQL_Understanding,OOP_Understanding,OS_Understanding,Technical_Tools,Project_Count,Project_Domain,Internship_Experience,Preparation_Domain,Confidence_Level,Job_Role
Electrical,Alumni (Graduated),8.18,3,5,4,2,2,5,5,4,Data Analysis (Python / Excel / Pandas); Embedded systems / microcontrollers; MATLAB / Simulink,5+,Software Development,Software Development Internship,Consulting / Management,4.0,DevOps Engineer
AI,Alumni (Graduated),8.83,5,4,2,5,4,3,3,2,ANSYS / Simulation tools; Circuit design tools; Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Embedded systems / microcontrollers; Machine Learning / Deep Learning,5+,Data Science / AI,Data Science / AI Internship,Data Science / AI,2.0,Machine Learning Engineer
Mechanical,4th year student,8.57,1,2,1,2,2,1,1,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas),0,Core Engineering,No internship,Core Engineering,1.0,Civil Engineer
ECE,4th year student,7.55,4,5,5,1,4,2,3,4,Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,3-4,Software Development,Software Development Internship,Core Engineering,3.0,Software Developer
ECE,Alumni (Graduated),7.79,4,4,4,1,4,3,4,3,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),5+,Software Development,Software Development Internship,Software Development,4.0,Software Developer
Mechanical,4th year student,9.24,1,1,2,1,2,1,2,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Circuit design tools,5+,Robotics / Embedded Systems,Core Engineering Internship,Core Engineering,2.0,Civil Engineer
ECE,Alumni (Graduated),9.0,5,4,3,2,5,2,4,3,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,5+,Data Science / AI,Data Science / AI Internship,Data Science / AI,4.0,Machine Learning Engineer
Chemical,Alumni (Graduated),6.52,1,4,2,4,1,3,2,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD),1-2,Core Engineering,Core Engineering Internship,Core Engineering,3.0,Manufacturing Engineer
AI,4th year student,7.14,5,4,4,1,5,3,4,3,Data Analysis (Python / Excel / Pandas); Embedded systems / microcontrollers; Machine Learning / Deep Learning,5+,Software Development,Software Development Internship,Data Science / AI,5.0,Software Developer
AI,Alumni (Graduated),7.91,4,2,4,2,4,5,3,3,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Embedded systems / microcontrollers; Machine Learning / Deep Learning,3-4,Data Science / AI,Data Science / AI Internship,Embedded Systems / Electronics,5.0,Data Scientist
Metallurgy,Alumni (Graduated),7.67,1,4,4,4,3,4,2,4,Circuit design tools; Embedded systems / microcontrollers; MATLAB / Simulink,1-2,Robotics / Embedded Systems,Electronics / Embedded Internship,Consulting / Management,5.0,Embedded Systems Engineer
AI,4th year student,6.44,1,1,1,5,2,3,2,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); MATLAB / Simulink,5+,Core Engineering,No internship,Core Engineering,4.0,Mechanical Design Engineer
Chemical,Alumni (Graduated),8.31,5,3,2,3,5,4,2,2,Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,3-4,Data Science / AI,No internship,Data Science / AI,5.0,Machine Learning Engineer
CSE,4th year student,7.24,5,4,3,2,5,3,4,4,Data Analysis (Python / Excel / Pandas),5+,Software Development,Software Development Internship,Software Development,3.0,Software Developer
ECE,4th year student,8.21,4,4,4,2,4,2,5,4,ANSYS / Simulation tools; Data Analysis (Python / Excel / Pandas),5+,Software Development,No internship,Software Development,4.0,Software Developer
CSE,4th year student,7.66,4,5,4,1,2,5,2,4,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),5+,Data Science / AI,Data Science / AI Internship,Data Science / AI,3.0,Data Analyst
ECE,4th year student,7.79,5,3,1,4,3,5,2,3,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),0,Data Science / AI,Data Science / AI Internship,Data Science / AI,3.0,Data Analyst
Electrical,Alumni (Graduated),8.73,4,4,4,1,3,4,2,3,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Embedded systems / microcontrollers,3-4,Data Science / AI,No internship,Data Science / AI,4.0,Data Analyst
AI,4th year student,7.47,2,5,5,1,2,3,5,4,Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,3-4,Software Development,Software Development Internship,Software Development,4.0,DevOps Engineer
AI,Alumni (Graduated),7.49,3,2,4,1,2,3,4,3,Circuit design tools; Data Analysis (Python / Excel / Pandas); Embedded systems / microcontrollers; Machine Learning / Deep Learning,5+,Software Development,No internship,Software Development,3.0,DevOps Engineer
Mechanical,Alumni (Graduated),9.54,2,3,1,4,2,1,3,1,CAD tools (SolidWorks / CATIA / AutoCAD); MATLAB / Simulink,3-4,Core Engineering,Core Engineering Internship,Core Engineering,3.0,Mechanical Design Engineer
ECE,4th year student,7.89,3,5,4,2,4,5,5,3,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas),1-2,Software Development,Electronics / Embedded Internship,Software Development,5.0,Software Developer
Electrical,Alumni (Graduated),8.86,4,5,2,4,3,1,5,5,Circuit design tools; Embedded systems / microcontrollers; MATLAB / Simulink,5+,Mixed domains,Electronics / Embedded Internship,Embedded Systems / Electronics,3.0,Embedded Systems Engineer
AI,Alumni (Graduated),6.71,5,4,5,1,4,4,4,4,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),5+,Software Development,Software Development Internship,Software Development,3.0,Software Developer
CSE,4th year student,8.39,5,3,2,4,3,3,4,5,ANSYS / Simulation tools; Circuit design tools; Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); MATLAB / Simulink; Machine Learning / Deep Learning,3-4,Data Science / AI,Data Science / AI Internship,Data Science / AI,4.0,Data Scientist
AI,4th year student,6.72,3,1,3,2,1,4,2,1,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),1-2,Data Science / AI,Data Science / AI Internship,Data Science / AI,4.0,Data Analyst
Metallurgy,4th year student,7.98,4,2,1,4,2,2,2,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD),1-2,Robotics / Embedded Systems,No internship,Core Engineering,4.0,Mechanical Design Engineer
ECE,4th year student,8.26,2,5,5,2,4,2,5,3,ANSYS / Simulation tools,3-4,Core Engineering,Software Development Internship,Software Development,4.0,Software Developer
AI,4th year student,6.53,1,3,1,2,2,1,3,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),3-4,Core Engineering,Core Engineering Internship,Core Engineering,2.0,Manufacturing Engineer
Metallurgy,Alumni (Graduated),6.22,1,1,1,5,1,2,3,3,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Circuit design tools; MATLAB / Simulink,0,Core Engineering,Core Engineering Internship,Embedded Systems / Electronics,3.0,Mechanical Design Engineer
AI,Alumni (Graduated),6.15,3,1,1,4,2,1,1,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); MATLAB / Simulink,3-4,Core Engineering,Electronics / Embedded Internship,Core Engineering,3.0,Mechanical Design Engineer
Chemical,Alumni (Graduated),6.67,3,3,1,3,2,2,3,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); MATLAB / Simulink,3-4,Software Development,No internship,Core Engineering,3.0,Manufacturing Engineer
Civil,Alumni (Graduated),7.66,3,1,1,2,1,2,1,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Data Visualization (PowerBI / Tableau),1-2,Core Engineering,Core Engineering Internship,Core Engineering,4.0,Civil Engineer
AI,4th year student,7.86,4,4,3,1,5,3,4,4,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),3-4,Software Development,Software Development Internship,Software Development,4.0,Software Developer
Mechanical,Alumni (Graduated),7.69,2,2,2,2,1,1,1,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD),1-2,Core Engineering,Core Engineering Internship,Core Engineering,2.0,Civil Engineer
ECE,Alumni (Graduated),7.53,2,3,4,4,1,5,2,1,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),5+,Data Science / AI,Data Science / AI Internship,Data Science / AI,4.0,Data Analyst
AI,4th year student,6.69,4,4,5,1,4,3,4,5,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,3-4,Software Development,Software Development Internship,Software Development,3.0,Software Developer
ECE,Alumni (Graduated),7.59,3,4,3,1,4,5,4,3,MATLAB / Simulink,3-4,Software Development,Software Development Internship,Software Development,5.0,Software Developer
ECE,Alumni (Graduated),7.27,3,3,4,1,5,4,5,4,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Embedded systems / microcontrollers,3-4,Software Development,Software Development Internship,Software Development,4.0,Software Developer
Mechanical,4th year student,6.64,4,4,5,1,5,3,4,4,Circuit design tools; Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,5+,Software Development,No internship,Software Development,4.0,Software Developer
Mechanical,4th year student,7.47,3,1,2,3,1,1,3,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD),1-2,Core Engineering,Core Engineering Internship,Core Engineering,4.0,Civil Engineer
CSE,4th year student,5.01,3,5,2,3,3,4,2,4,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Circuit design tools; Embedded systems / microcontrollers; MATLAB / Simulink,3-4,Robotics / Embedded Systems,Electronics / Embedded Internship,Embedded Systems / Electronics,2.0,Embedded Systems Engineer
CSE,Alumni (Graduated),6.45,3,3,4,2,2,3,5,3,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,3-4,Software Development,Software Development Internship,Software Development,4.0,DevOps Engineer
AI,Alumni (Graduated),7.26,3,4,3,2,3,4,4,1,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,3-4,Data Science / AI,Data Science / AI Internship,Data Science / AI,3.0,Data Analyst
Electrical,4th year student,7.39,3,5,1,4,3,2,2,4,ANSYS / Simulation tools; Circuit design tools; Embedded systems / microcontrollers; MATLAB / Simulink,0,Data Science / AI,Software Development Internship,Embedded Systems / Electronics,3.0,Embedded Systems Engineer
ECE,Alumni (Graduated),6.84,3,1,2,4,2,2,3,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); MATLAB / Simulink,5+,Core Engineering,Core Engineering Internship,Core Engineering,4.0,Mechanical Design Engineer
Metallurgy,Alumni (Graduated),9.48,2,2,2,3,2,1,2,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Embedded systems / microcontrollers; MATLAB / Simulink,5+,Core Engineering,Core Engineering Internship,Core Engineering,3.0,Mechanical Design Engineer
AI,Alumni (Graduated),7.24,5,4,5,2,4,2,5,3,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); MATLAB / Simulink,5+,Software Development,Software Development Internship,Software Development,4.0,Software Developer
ECE,4th year student,6.88,5,3,3,2,4,4,5,5,Circuit design tools; Data Analysis (Python / Excel / Pandas),0,Software Development,Software Development Internship,Software Development,4.0,Software Developer
Metallurgy,Alumni (Graduated),5.9,2,3,1,4,3,1,1,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Circuit design tools; Embedded systems / microcontrollers,3-4,Core Engineering,Electronics / Embedded Internship,Core Engineering,5.0,Manufacturing Engineer
ECE,Alumni (Graduated),7.65,5,4,5,3,5,4,5,3,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Embedded systems / microcontrollers; MATLAB / Simulink,5+,Core Engineering,Software Development Internship,Consulting / Management,4.0,Software Developer
Mechanical,4th year student,6.92,1,2,1,3,1,2,1,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,1-2,Core Engineering,No internship,Core Engineering,3.0,Manufacturing Engineer
CSE,4th year student,7.46,4,5,4,1,5,3,5,4,Data Analysis (Python / Excel / Pandas); Embedded systems / microcontrollers; Machine Learning / Deep Learning,3-4,Software Development,Software Development Internship,Software Development,3.0,Software Developer
ECE,4th year student,8.32,5,4,3,2,5,3,4,5,MATLAB / Simulink,3-4,Software Development,Software Development Internship,Software Development,3.0,Software Developer
Chemical,4th year student,8.34,4,3,3,4,4,4,4,3,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,3-4,Core Engineering,Data Science / AI Internship,Data Science / AI,5.0,Data Scientist
Civil,Alumni (Graduated),7.76,2,2,1,2,3,2,1,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Embedded systems / microcontrollers,1-2,Mixed domains,Core Engineering Internship,Core Engineering,5.0,Civil Engineer
ECE,Alumni (Graduated),7.82,4,5,4,3,5,4,4,3,Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,1-2,Software Development,Software Development Internship,Software Development,2.0,Software Developer
AI,Alumni (Graduated),7.91,4,2,1,4,5,4,3,3,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,3-4,Software Development,Data Science / AI Internship,Data Science / AI,2.0,Data Scientist
Electrical,Alumni (Graduated),6.39,3,2,1,3,3,4,1,3,ANSYS / Simulation tools; Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,3-4,Data Science / AI,No internship,Data Science / AI,3.0,Data Analyst
ECE,4th year student,8.19,2,2,2,3,3,4,2,3,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),3-4,Data Science / AI,No internship,Data Science / AI,3.0,Data Analyst
Metallurgy,4th year student,6.05,2,1,2,2,2,1,2,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD),1-2,Core Engineering,Core Engineering Internship,Core Engineering,3.0,Civil Engineer
Electrical,Alumni (Graduated),7.62,3,4,3,3,1,2,4,4,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Circuit design tools; Embedded systems / microcontrollers; MATLAB / Simulink; Machine Learning / Deep Learning,1-2,Core Engineering,Electronics / Embedded Internship,Embedded Systems / Electronics,3.0,Embedded Systems Engineer
AI,Alumni (Graduated),7.62,5,4,4,3,3,2,4,3,Data Analysis (Python / Excel / Pandas),3-4,Mixed domains,Software Development Internship,Software Development,4.0,Software Developer
ECE,4th year student,8.45,5,3,3,3,4,4,3,3,Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,3-4,Data Science / AI,Data Science / AI Internship,Data Science / AI,5.0,Machine Learning Engineer
CSE,Alumni (Graduated),7.75,4,2,2,2,1,4,3,4,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),5+,Data Science / AI,Data Science / AI Internship,Data Science / AI,4.0,Data Analyst
CSE,4th year student,5.63,1,1,2,4,1,2,2,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); MATLAB / Simulink,3-4,Core Engineering,Core Engineering Internship,Core Engineering,5.0,Civil Engineer
Electrical,4th year student,8.06,4,3,1,3,2,5,2,2,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); MATLAB / Simulink; Machine Learning / Deep Learning,3-4,Data Science / AI,Data Science / AI Internship,Data Science / AI,2.0,Data Analyst
AI,Alumni (Graduated),8.51,5,3,2,5,5,4,2,2,ANSYS / Simulation tools; Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,5+,Data Science / AI,Data Science / AI Internship,Data Science / AI,5.0,Machine Learning Engineer
AI,Alumni (Graduated),7.7,3,2,1,2,4,4,1,3,Circuit design tools; Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),1-2,Mixed domains,Electronics / Embedded Internship,Data Science / AI,4.0,Data Analyst
AI,Alumni (Graduated),7.68,4,4,3,2,5,5,4,4,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Embedded systems / microcontrollers; Machine Learning / Deep Learning,5+,Data Science / AI,Data Science / AI Internship,Data Science / AI,5.0,Data Scientist
Civil,4th year student,7.28,1,2,1,2,2,1,2,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD),3-4,Core Engineering,Software Development Internship,Core Engineering,3.0,Civil Engineer
CSE,4th year student,7.94,3,3,4,1,4,4,4,4,Data Analysis (Python / Excel / Pandas); MATLAB / Simulink,5+,Software Development,Software Development Internship,Software Development,3.0,Software Developer
Electrical,4th year student,6.62,3,1,2,1,4,4,4,4,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Embedded systems / microcontrollers,1-2,Software Development,Software Development Internship,Software Development,4.0,DevOps Engineer
AI,Alumni (Graduated),7.52,3,3,3,2,4,4,5,4,Data Analysis (Python / Excel / Pandas),5+,Software Development,Software Development Internship,Embedded Systems / Electronics,3.0,Software Developer
